"p.blocks","c.blocks","p.type","c.type","p.autocorr","c.autocorr","r2","simnumber","nsim","ol","rrmse","srmse","p.catch","c.catch","hol","hrmse","efficiency"
3,3,"ar1","random",0.8,NA,0.1,118,NA,0.994623655913978,35.5755630442553,35.5973367662365,0.511627906976744,0.611650485436893,0.994623655913978,35.9532011775511,1.15619474981276
3,3,"ar1","randomwalk",0.2,NA,0.1,55,NA,1,26.8797757228145,26.8469856536266,0.418604651162791,0.233009708737864,1,27.0551923116425,0.879254289831638
3,3,"ar1","randomwalk",0.5,NA,0.1,100,NA,1,8.51352892758073,8.51524727487624,0.651162790697674,0.495145631067961,1,8.54285186420085,0.663890056388808
3,3,"ar1","randomwalk",0.8,NA,0.1,127,NA,0.913978494623656,17.768757998378,17.8977236333646,0.651162790697674,0.233009708737864,1,18.029568088322,0.944794208280031
3,3,"random","ar1",NA,0.2,0.1,10,NA,0.849462365591398,94.3771172352717,94.8975412191658,0.674418604651163,0.533980582524272,1,96.2651584619093,0.614145610284069
3,3,"random","ar1",NA,0.5,0.1,145,NA,1,40.2976130566605,40.4896662549534,0.604651162790698,0.572815533980582,1,40.7759292708441,0.939826302109463
3,3,"random","ar1",NA,0.8,0.1,190,NA,1,54.7095390832541,54.930444355366,0.511627906976744,0.475728155339806,1,55.2908054772282,1.0662747115799
3,3,"random","random",NA,NA,0.1,37,NA,1,57.6704669657976,57.7595795211309,0.558139534883721,0.475728155339806,1,58.3662109030564,0.784994597246847
3,3,"random","randomwalk",NA,NA,0.1,64,NA,1,1.45197863799966,1.44404833650096,0.581395348837209,0.466019417475728,0.994623655913978,1.46088614182245,0.772868825007004
3,3,"randomwalk","ar1",NA,0.2,0.1,19,NA,0.973118279569892,49.4022695027982,49.439963134279,0.651162790697674,0.563106796116505,1,49.8730564256925,1.00739937403503
3,3,"randomwalk","ar1",NA,0.5,0.1,154,NA,1,1.1264706780691,1.12190412727494,0.534883720930233,0.310679611650485,1,1.12865446735008,0.809690723017153
3,3,"randomwalk","ar1",NA,0.8,0.1,199,NA,1,69.1634247365751,69.0412412001729,0.511627906976744,0.563106796116505,1,69.2771766106491,0.805524397637788
3,3,"randomwalk","random",NA,NA,0.1,46,NA,1,56.5799547254129,56.7784280784929,0.627906976744186,0.572815533980582,1,57.4482713510472,0.531601358322
3,3,"randomwalk","randomwalk",NA,NA,0.1,73,NA,1,35.4329590489411,35.210099963027,0.604651162790698,0.466019417475728,1,35.4083054800864,0.606478004330473
3,5,"ar1","ar1",0.2,0.2,0.1,4,NA,0.903225806451613,66.7362032033045,66.6069162073922,0.627906976744186,0.427184466019418,1,67.2134681248205,0.797519148513974
3,5,"ar1","ar1",0.2,0.5,0.1,139,NA,1,66.0371055506025,65.9997479227335,0.534883720930233,0.553398058252427,1,66.7817162565025,0.619883744356901
3,5,"ar1","ar1",0.2,0.8,0.1,184,NA,1,90.2505008072345,90.3789222962138,0.534883720930233,0.223300970873786,1,91.5417536336512,1.00782079429352
3,5,"ar1","ar1",0.5,0.2,0.1,85,NA,0.451612903225806,56.4264630364042,56.5738609701252,0.627906976744186,0.553398058252427,1,57.0530244005059,0.622781405074044
3,5,"ar1","ar1",0.5,0.5,0.1,166,NA,1,95.5959981492463,95.3498881777765,0.581395348837209,0.446601941747573,1,96.0494673110593,0.99864150033486
3,5,"ar1","ar1",0.5,0.8,0.1,211,NA,0.946236559139785,75.3912575229292,75.5101422265104,0.511627906976744,0.456310679611651,1,76.129385800158,1.02237500514763
3,5,"ar1","ar1",0.8,0.2,0.1,112,NA,0.956989247311828,78.1669302951316,78.549544122267,0.627906976744186,0.543689320388349,1,79.0461359975864,0.871443505744235
3,5,"ar1","ar1",0.8,0.5,0.1,175,NA,1,10.6411720240298,10.6534388249549,0.441860465116279,0.0679611650485437,1,10.6779294158308,0.970216287331626
3,5,"ar1","ar1",0.8,0.8,0.1,220,NA,1,34.9062924458149,34.8771233162208,0.674418604651163,0.456310679611651,1,35.0170176549344,0.621638690808236
3,5,"ar1","random",0.2,NA,0.1,31,NA,1,24.1305543422042,24.1176103907645,0.395348837209302,0.271844660194175,1,24.4130239982031,0.664814648843018
3,5,"ar1","random",0.5,NA,0.1,94,NA,1,8.6593132737573,8.62946882634446,0.627906976744186,0.456310679611651,1,8.73256614300313,0.975382449107737
3,5,"ar1","random",0.8,NA,0.1,121,NA,0.994623655913978,81.3712800007404,81.0868708719085,0.651162790697674,0.466019417475728,1,82.5441610497015,0.827515299310155
3,5,"ar1","randomwalk",0.2,NA,0.1,58,NA,1,6.32073425314714,6.32546461650379,0.744186046511628,0.446601941747573,1,6.42616787064978,0.746321852325971
3,5,"ar1","randomwalk",0.5,NA,0.1,103,NA,0.564516129032258,69.6428357348161,69.8668786498272,0.674418604651163,0.203883495145631,1,70.300552548403,0.549559012777446
3,5,"ar1","randomwalk",0.8,NA,0.1,130,NA,1,58.1478509908018,58.3757863265206,0.581395348837209,0.514563106796116,0.989247311827957,58.7116018761672,0.679822129005059
3,5,"random","ar1",NA,0.2,0.1,13,NA,1,1.32605828471415,1.31878696708754,0.534883720930233,0.58252427184466,1,1.33943439028726,0.753189066251469
3,5,"random","ar1",NA,0.5,0.1,148,NA,0.973118279569892,63.7110493812724,63.4520000793011,0.697674418604651,0.466019417475728,1,64.3325090069984,0.667370328157499
3,5,"random","ar1",NA,0.8,0.1,193,NA,1,30.4255304108944,30.4312295599184,0.534883720930233,0.427184466019418,0.768817204301075,30.7500335211122,0.637382801997954
3,5,"random","random",NA,NA,0.1,40,NA,0.93010752688172,42.3188420734351,42.3515229746707,0.465116279069767,0.466019417475728,1,42.7203203062225,0.578066263732836
3,5,"random","randomwalk",NA,NA,0.1,67,NA,1,47.7685172924382,47.7208353182137,0.511627906976744,0.543689320388349,0.978494623655914,48.2005111477595,0.776961579607212
3,5,"randomwalk","ar1",NA,0.2,0.1,22,NA,1,15.122064694392,15.1473998236684,0.395348837209302,0.135922330097087,1,15.1982643488408,0.565425076089628
3,5,"randomwalk","ar1",NA,0.5,0.1,157,NA,0.795698924731183,19.786321562754,19.8229727385275,0.627906976744186,0.514563106796116,1,19.8550871915122,0.867421792152626
3,5,"randomwalk","ar1",NA,0.8,0.1,202,NA,1,39.1040643837483,39.0517963568996,0.534883720930233,0.242718446601942,1,39.1808722853051,0.699899889482844
3,5,"randomwalk","random",NA,NA,0.1,49,NA,0.881720430107527,1.48841498790152,1.482282970502,0.488372093023256,0.223300970873786,1,1.49589922261562,0.613007760357688
3,5,"randomwalk","randomwalk",NA,NA,0.1,76,NA,1,78.2814318843972,78.1744529551358,0.418604651162791,0.223300970873786,1,78.5140277496595,0.647181855214605
5,10,"ar1","ar1",0.2,0.2,0.1,8,NA,1,57.4537972572527,57.717644761187,0.558139534883721,0.242718446601942,1,57.7662021752073,0.635979187929709
5,10,"ar1","ar1",0.2,0.5,0.1,143,NA,0.983870967741935,0.998549679441068,0.993317278128447,0.604651162790698,0.262135922330097,1,0.995249469993523,0.757036192292311
5,10,"ar1","ar1",0.2,0.8,0.1,188,NA,1,95.2926408114948,95.1870801377448,0.651162790697674,0.475728155339806,1,96.1055140245833,0.659274806013664
5,10,"ar1","ar1",0.5,0.2,0.1,89,NA,1,78.5205607807576,79.0187464157562,0.651162790697674,0.466019417475728,1,79.755851513871,0.753570906435718
5,10,"ar1","ar1",0.5,0.5,0.1,170,NA,1,33.1362334073425,33.1258963042966,0.627906976744186,0.475728155339806,1,33.4100038821072,0.643973073403949
5,10,"ar1","ar1",0.5,0.8,0.1,215,NA,1,12.8161537059294,12.9270405300857,0.674418604651163,0.485436893203884,0.951612903225806,13.0353520282644,1.04281035074636
5,10,"ar1","ar1",0.8,0.2,0.1,116,NA,0.704301075268817,41.8227417610054,41.7514808514499,0.534883720930233,0.485436893203884,1,41.9755629208899,0.617233933415437
5,10,"ar1","ar1",0.8,0.5,0.1,179,NA,1,6.96642302609114,6.98330877260166,0.627906976744186,0.495145631067961,1,7.00737375437998,0.709997243219782
5,10,"ar1","ar1",0.8,0.8,0.1,224,NA,1,90.9969499907709,90.9729940731309,0.674418604651163,0.233009708737864,1,91.1411261080631,0.418529792401229
5,10,"ar1","random",0.2,NA,0.1,35,NA,1,134.699887231216,134.604289304976,0.558139534883721,0.446601941747573,1,135.498591528208,0.618079696014092
5,10,"ar1","random",0.5,NA,0.1,98,NA,0.989247311827957,68.9832829225478,68.8988731072005,0.697674418604651,0.504854368932039,1,69.1248642409138,0.543469645238537
5,10,"ar1","random",0.8,NA,0.1,125,NA,1,0.316847372121418,0.316361497259914,0.767441860465116,0.485436893203884,1,0.317913110584298,0.816574749849008
5,10,"ar1","randomwalk",0.2,NA,0.1,62,NA,0.876344086021505,69.7381629567977,69.5994423229511,0.720930232558139,0.466019417475728,1,69.6399365261054,0.749924573126446
5,10,"ar1","randomwalk",0.5,NA,0.1,107,NA,1,3.85923738704743,3.85501191617331,0.627906976744186,0.213592233009709,1,3.89536397888892,0.777941997347229
5,10,"ar1","randomwalk",0.8,NA,0.1,134,NA,1,24.6768379757578,24.5949879748004,0.604651162790698,0.233009708737864,1,24.6991924276594,0.689773577187638
5,10,"random","ar1",NA,0.2,0.1,17,NA,1,48.064321629452,48.3587084882702,0.627906976744186,0.41747572815534,1,49.1516023145528,0.718768532190086
5,10,"random","ar1",NA,0.5,0.1,152,NA,1,48.7044263058788,48.3912005417467,0.441860465116279,0.0388349514563107,1,48.8849141508936,0.930393043602187
5,10,"random","ar1",NA,0.8,0.1,197,NA,1,47.0393978027557,47.1456987616979,0.767441860465116,0.495145631067961,1,47.5718512775247,0.592895637695946
5,10,"random","random",NA,NA,0.1,44,NA,0.994623655913978,36.1441279433874,36.1667904724713,0.651162790697674,0.446601941747573,1,36.5075803502242,0.840622767873895
5,10,"random","randomwalk",NA,NA,0.1,71,NA,1,85.546520505322,85.4391945551199,0.790697674418605,0.466019417475728,1,86.5757654467559,0.679905393063028
5,10,"randomwalk","ar1",NA,0.2,0.1,26,NA,0.973118279569892,76.693701430908,76.575324138876,0.581395348837209,0.485436893203884,1,76.6461000973044,0.699932859269585
5,10,"randomwalk","ar1",NA,0.5,0.1,161,NA,0.854838709677419,86.7882586386953,87.1375244418636,0.651162790697674,0.514563106796116,1,87.3645156536913,0.528791576811725
5,10,"randomwalk","ar1",NA,0.8,0.1,206,NA,1,2.44522766057784,2.44457322259109,0.534883720930233,0.0970873786407767,0.994623655913978,2.45267237119436,0.497225756655987
5,10,"randomwalk","random",NA,NA,0.1,53,NA,0.994623655913978,66.6880569859434,67.0320223053602,0.441860465116279,0.12621359223301,1,67.2256300735331,0.585334407334294
5,10,"randomwalk","randomwalk",NA,NA,0.1,80,NA,0.887096774193548,64.25340138122,64.3062639657284,0.720930232558139,0.456310679611651,1,64.3703387242132,0.517886920752416
5,3,"ar1","ar1",0.2,0.2,0.1,2,NA,1,58.0246679766234,58.1222176158651,0.813953488372093,0.805825242718447,1,58.5342257596283,0.871960389153969
5,3,"ar1","ar1",0.2,0.5,0.1,137,NA,0.940860215053763,74.4293397933718,74.725522902379,0.511627906976744,0.281553398058252,1,75.1220933096082,0.616275053315804
5,3,"ar1","ar1",0.2,0.8,0.1,182,NA,1,105.829342071108,105.60265470441,0.720930232558139,0.466019417475728,1,106.042498410544,0.666515911433603
5,3,"ar1","ar1",0.5,0.2,0.1,83,NA,1,58.7644297218175,59.0401098139441,0.558139534883721,0.233009708737864,1,59.4519299018282,0.617024210191489
5,3,"ar1","ar1",0.5,0.5,0.1,164,NA,1,91.3408570415042,90.7968642211602,0.418604651162791,0.194174757281553,1,91.3541787950059,0.733715324191861
5,3,"ar1","ar1",0.5,0.8,0.1,209,NA,1,36.1644023798083,36.3857757329177,0.651162790697674,0.592233009708738,1,36.6296559957277,0.70513701057705
5,3,"ar1","ar1",0.8,0.2,0.1,110,NA,1,1.57605948017326,1.568677313179,0.558139534883721,0.339805825242719,1,1.58283728936333,0.600761392294771
5,3,"ar1","ar1",0.8,0.5,0.1,173,NA,1,44.1309259331358,44.2435190053939,0.604651162790698,0.475728155339806,1,44.6624257868464,0.671903509445221
5,3,"ar1","ar1",0.8,0.8,0.1,218,NA,1,82.6775574416438,82.4104364211151,0.581395348837209,0.184466019417476,1,82.9276356322387,0.792752560273646
5,3,"ar1","random",0.2,NA,0.1,29,NA,1,25.7107846030963,25.7600018763511,0.581395348837209,0.504854368932039,1,26.1349633773213,0.656218549392581
5,3,"ar1","random",0.5,NA,0.1,92,NA,1,70.9467888241815,70.9272830378086,0.627906976744186,0.466019417475728,1,72.5153670784688,0.619580770180866
5,3,"ar1","random",0.8,NA,0.1,119,NA,0.994623655913978,50.6050234162388,50.6411875721923,0.488372093023256,0.174757281553398,1,51.1168693983232,1.02464375593982
5,3,"ar1","randomwalk",0.2,NA,0.1,56,NA,1,53.7853049969774,54.0160728543489,0.488372093023256,0.0970873786407767,1,54.201836502557,0.845326463813417
5,3,"ar1","randomwalk",0.5,NA,0.1,101,NA,0.983870967741935,1.22596480277647,1.21913314999076,0.604651162790698,0.475728155339806,1,1.22704743259733,0.635487845378916
5,3,"ar1","randomwalk",0.8,NA,0.1,128,NA,1,4.91712639946394,4.90913105180225,0.511627906976744,0.223300970873786,1,4.92019818296955,0.676603799746363
5,3,"random","ar1",NA,0.2,0.1,11,NA,1,66.4519545113085,66.2361950538962,0.604651162790698,0.553398058252427,1,66.9553010861731,0.652158217056927
5,3,"random","ar1",NA,0.5,0.1,146,NA,1,66.2703817991308,66.1811287586474,0.627906976744186,0.553398058252427,1,66.7071691808957,0.607330033400879
5,3,"random","ar1",NA,0.8,0.1,191,NA,0.881720430107527,11.8392088335135,11.8512924974864,0.651162790697674,0.543689320388349,1,11.9593096391804,0.72213652251788
5,3,"random","random",NA,NA,0.1,38,NA,0.978494623655914,110.914231385827,111.382615330782,0.581395348837209,0.330097087378641,1,112.045054816211,0.697412338031353
5,3,"random","randomwalk",NA,NA,0.1,65,NA,0.908602150537634,91.1835505331717,90.8575363424953,0.627906976744186,0.533980582524272,1,92.5684812594761,0.687978522516482
5,3,"randomwalk","ar1",NA,0.2,0.1,20,NA,0.973118279569892,16.9309466185697,16.9288426839454,0.697674418604651,0.533980582524272,1,17.1011265333818,0.55988185047448
5,3,"randomwalk","ar1",NA,0.5,0.1,155,NA,0.908602150537634,32.2455942524999,32.3881983416649,0.581395348837209,0.446601941747573,0.962365591397849,32.4268317971108,0.745791607572593
5,3,"randomwalk","ar1",NA,0.8,0.1,200,NA,1,103.802444692059,103.567012611864,0.604651162790698,0.271844660194175,1,103.927897864303,0.524318332071822
5,3,"randomwalk","random",NA,NA,0.1,47,NA,0.989247311827957,30.60325721398,30.6508013380739,0.558139534883721,0.543689320388349,1,30.9449780097998,0.589028838147611
5,3,"randomwalk","randomwalk",NA,NA,0.1,74,NA,0.93010752688172,37.0262642596718,36.8811235623272,0.395348837209302,0.12621359223301,1,37.1977817887846,0.660838808743977
5,5,"ar1","ar1",0.2,0.2,0.1,5,NA,1,68.5717827531773,68.6870019529579,0.697674418604651,0.281553398058252,1,69.3182954939678,0.861558710393429
5,5,"ar1","ar1",0.2,0.5,0.1,140,NA,1,96.9271045403123,96.9781188082671,0.651162790697674,0.514563106796116,1,97.5641063323727,0.581618823647297
5,5,"ar1","ar1",0.2,0.8,0.1,185,NA,1,7.95817366199764,7.98753863510006,0.720930232558139,0.427184466019418,1,8.00933815925489,0.627518248825358
5,5,"ar1","ar1",0.5,0.2,0.1,86,NA,0.672043010752688,130.661250228168,130.971952871471,0.651162790697674,0.495145631067961,1,132.006040278319,0.584167685683522
5,5,"ar1","ar1",0.5,0.5,0.1,167,NA,1,104.872653716943,104.558032936191,0.558139534883721,0.058252427184466,1,105.225025532384,0.810125379335164
5,5,"ar1","ar1",0.5,0.8,0.1,212,NA,0.672043010752688,99.143924590192,99.2993443321351,0.720930232558139,0.504854368932039,1,100.051115509902,0.624139253287274
5,5,"ar1","ar1",0.8,0.2,0.1,113,NA,0.989247311827957,58.920322099982,58.8305879468266,0.767441860465116,0.563106796116505,1,59.4613833258006,0.638712204415182
5,5,"ar1","ar1",0.8,0.5,0.1,176,NA,0.994623655913978,65.1163454516752,65.1088932831374,0.720930232558139,0.398058252427185,0.989247311827957,65.4728939191233,0.657888009299207
5,5,"ar1","ar1",0.8,0.8,0.1,221,NA,1,47.5739636837049,47.676747895828,0.627906976744186,0.466019417475728,1,47.8527350214516,0.703417317558217
5,5,"ar1","random",0.2,NA,0.1,32,NA,0.940860215053763,12.576327207585,12.5571499318903,0.581395348837209,0.485436893203884,1,12.6459949999934,0.768626013198111
5,5,"ar1","random",0.5,NA,0.1,95,NA,0.994623655913978,36.2953657457975,36.3671083094989,0.767441860465116,0.514563106796116,0.994623655913978,36.6417526496225,0.570974381029907
5,5,"ar1","random",0.8,NA,0.1,122,NA,1,109.642387027678,109.431749259917,0.465116279069767,0.135922330097087,1,110.20472719602,0.664157727798229
5,5,"ar1","randomwalk",0.2,NA,0.1,59,NA,0.967741935483871,21.0777390483037,20.9643636024698,0.651162790697674,0.592233009708738,0.989247311827957,21.0655196914328,0.635103671656627
5,5,"ar1","randomwalk",0.5,NA,0.1,104,NA,1,55.1254581545918,55.1650811570941,0.651162790697674,0.436893203883495,1,55.3372547192109,0.526797461060147
5,5,"ar1","randomwalk",0.8,NA,0.1,131,NA,1,49.0892956035317,49.3244790270503,0.604651162790698,0.495145631067961,1,49.5932641169357,0.721941256343283
5,5,"random","ar1",NA,0.2,0.1,14,NA,1,13.3652389753625,13.4099630776266,0.697674418604651,0.436893203883495,1,13.54501367385,0.686005462893933
5,5,"random","ar1",NA,0.5,0.1,149,NA,1,12.0419506046092,12.0536797518522,0.627906976744186,0.485436893203884,1,12.0993421490413,0.557482989117537
5,5,"random","ar1",NA,0.8,0.1,194,NA,1,99.604774073934,99.4300924969119,0.488372093023256,0.252427184466019,0.978494623655914,100.577177996143,0.762000963308117
5,5,"random","random",NA,NA,0.1,41,NA,1,20.3261855612677,20.3692576592203,0.697674418604651,0.446601941747573,0.983870967741935,20.5471642086016,0.604840366154178
5,5,"random","randomwalk",NA,NA,0.1,68,NA,1,104.659268319329,104.421893382551,0.558139534883721,0.213592233009709,1,104.62164464147,0.545951618063315
5,5,"randomwalk","ar1",NA,0.2,0.1,23,NA,0.994623655913978,42.3720178013408,42.6466026493916,0.558139534883721,0.16504854368932,1,42.787859064327,0.58153735983597
5,5,"randomwalk","ar1",NA,0.5,0.1,158,NA,0.989247311827957,74.6245595107246,74.4696291365649,0.651162790697674,0.504854368932039,1,74.5664664963385,0.621273122014974
5,5,"randomwalk","ar1",NA,0.8,0.1,203,NA,1,109.707207463187,110.087033073661,0.697674418604651,0.514563106796116,1,110.341116551292,0.582381757907465
5,5,"randomwalk","random",NA,NA,0.1,50,NA,1,115.330568891394,114.914741465241,0.604651162790698,0.504854368932039,1,115.833783201468,0.617261859825883
5,5,"randomwalk","randomwalk",NA,NA,0.1,77,NA,0.978494623655914,21.2976999709615,21.1969707136312,0.581395348837209,0.29126213592233,1,21.254600378171,0.709974314959567
