"simnumber","sws.ol1","hapc.ol1","sws.ol2","hapc.ol2","sws.s","hapc.s","sws.d","hapc.d","bf.i05","bf.i01","bf.i001","r.w","r.r2","w.r2","p.blocks","c.blocks","p.type","c.type","p.autocorr","c.autocorr","r2","nsim","ol","rrmse","srmse","p.catch","c.catch","hol","hrmse","efficiency"
74,0.516129032258065,0.693548387096774,0.860215053763441,0.849462365591398,0.89247311827957,0.795698924731183,-0.0291880700181992,0.0128396703874618,"***","***","***",NA,1.01783379620643,1.23261398839569,5,3,"randomwalk","randomwalk",NA,NA,0.1,NA,0.93010752688172,37.0262642596718,36.8811235623272,0.395348837209302,0.12621359223301,1,37.1977817887846,0.660838808743977
75,0.553763440860215,0.612903225806452,0.876344086021505,0.82258064516129,0.903225806451613,0.790322580645161,0.00460046169094899,-0.0223706909307558," "," "," ",NA,1.00866417231423,1.29047222965725,10,3,"randomwalk","randomwalk",NA,NA,0.1,NA,0.994623655913978,30.0120615226515,29.8857035598332,0.534883720930233,0.252427184466019,1,29.9232002965308,0.500767347823873
76,0.446236559139785,0.376344086021505,0.795698924731183,0.596774193548387,0.93010752688172,0.71505376344086,0.0538201260068008,0.000540453047841999,"***","***","***",NA,1.04624068293768,1.29057821560312,3,5,"randomwalk","randomwalk",NA,NA,0.1,NA,1,78.2814318843972,78.1744529551358,0.418604651162791,0.223300970873786,1,78.5140277496595,0.647181855214605
77,0.446236559139785,0.811827956989247,0.602150537634409,0.919354838709677,0.860215053763441,0.806451612903226,0.0399226113871621,-0.0104998375004407," "," "," ",NA,1.00397222446575,1.29043991194005,5,5,"randomwalk","randomwalk",NA,NA,0.1,NA,0.978494623655914,21.2976999709615,21.1969707136312,0.581395348837209,0.29126213592233,1,21.254600378171,0.709974314959567
78,0.586021505376344,0.661290322580645,0.827956989247312,0.854838709677419,0.870967741935484,0.731182795698925,0.0214259368375192,-0.00555154666524398," ","***","***",NA,1.03232157054518,1.27909071691031,10,5,"randomwalk","randomwalk",NA,NA,0.1,NA,0.973118279569892,66.1049850188138,66.0411520680687,0.581395348837209,0.116504854368932,1,66.2519910233205,0.660841386017028
79,0.172043010752688,0.731182795698925,0.231182795698925,0.876344086021505,0.602150537634409,0.78494623655914,0.00670158226787912,0.0187063411026055,"***","***","***",NA,1.00189298054005,1.29060443761565,3,10,"randomwalk","randomwalk",NA,NA,0.1,NA,0.897849462365591,6.62045858692153,6.62325287324041,0.488372093023256,0.0970873786407767,1,6.65397411978419,0.608468517990397
80,0.720430107526882,0.790322580645161,0.908602150537634,0.860215053763441,0.935483870967742,0.817204301075269,0.0125705100452866,-0.0243715711498558," "," "," ",NA,0.999491623281366,1.1495420882588,5,10,"randomwalk","randomwalk",NA,NA,0.1,NA,0.887096774193548,64.25340138122,64.3062639657284,0.720930232558139,0.456310679611651,1,64.3703387242132,0.517886920752416
81,0.56989247311828,0.645161290322581,0.897849462365591,0.865591397849462,0.78494623655914,0.639784946236559,0.057208817610751,0.0217369514144024," "," "," ",NA,1.03604153852496,1.2475555558757,10,10,"randomwalk","randomwalk",NA,NA,0.1,NA,0.946236559139785,75.2700907962254,75.2316311621353,0.604651162790698,0.213592233009709,1,75.2760492553984,0.750341943193151
82,0.241935483870968,0.747311827956989,0.693548387096774,0.870967741935484,0.806451612903226,0.82258064516129,-0.0332005871647885,0.0267066074917943,"***","***","***",NA,1.03918416508899,1.14025694954344,3,3,"ar1","ar1",0.5,0.2,0.1,NA,0.989247311827957,76.4773622046879,76.2724278148553,0.674418604651163,0.514563106796116,1,76.6945320503333,0.607616436552597
83,0.381720430107527,0.71505376344086,0.741935483870968,0.838709677419355,0.833333333333333,0.758064516129032,-0.0509611838812607,-0.00619974284244761,"***","***","***",NA,1.0162284417408,1.29056979910851,5,3,"ar1","ar1",0.5,0.2,0.1,NA,1,58.7644297218175,59.0401098139441,0.558139534883721,0.233009708737864,1,59.4519299018282,0.617024210191489
84,0.688172043010753,0.661290322580645,0.89247311827957,0.763440860215054,0.919354838709677,0.725806451612903,-0.0170036542770895,0.0266627177220814,"***","***","***",NA,1.00245194665672,1.29056983033569,10,3,"ar1","ar1",0.5,0.2,0.1,NA,1,52.0182550256594,51.8844669878379,0.720930232558139,0.514563106796116,1,52.3024790823148,0.57865130623376
85,0.473118279569892,0.709677419354839,0.876344086021505,0.854838709677419,0.903225806451613,0.779569892473118,0.0258473279430315,-0.0141351249769773,"***","***","***",NA,1.026984626884,1.29056983093437,3,5,"ar1","ar1",0.5,0.2,0.1,NA,0.451612903225806,56.4264630364042,56.5738609701252,0.627906976744186,0.553398058252427,1,57.0530244005059,0.622781405074044
86,0.446236559139785,0.650537634408602,0.78494623655914,0.865591397849462,0.897849462365591,0.801075268817204,-0.0512970635913044,-0.0295690732840907,"***","***","***",NA,1.00083170582258,1.28787432412856,5,5,"ar1","ar1",0.5,0.2,0.1,NA,0.672043010752688,130.661250228168,130.971952871471,0.651162790697674,0.495145631067961,1,132.006040278319,0.584167685683522
87,0.623655913978495,0.806451612903226,0.887096774193548,0.908602150537634,0.908602150537634,0.82258064516129,-0.0350042872042511,-0.0100648888353303," "," "," ",NA,1.02919444528075,1.28719571410364,10,5,"ar1","ar1",0.5,0.2,0.1,NA,1,24.60872282854,24.5801475991843,0.511627906976744,0.252427184466019,1,24.6255972916241,0.631106293844302
88,0.274193548387097,0.758064516129032,0.338709677419355,0.897849462365591,0.833333333333333,0.731182795698925,0.0755530066893323,-0.00601128222259607,"***","***","***",NA,1.04279941431866,1.29056983092779,3,10,"ar1","ar1",0.5,0.2,0.1,NA,0.935483870967742,44.2969430611967,44.1747634685883,0.558139534883721,0.466019417475728,1,44.3650045309352,0.730456704628412
89,0.494623655913978,0.376344086021505,0.67741935483871,0.521505376344086,0.881720430107527,0.725806451612903,0.0711024738922817,0.0518328823724886,"***","***","***",NA,1.00167574308061,1.29047290407935,5,10,"ar1","ar1",0.5,0.2,0.1,NA,1,78.5205607807576,79.0187464157562,0.651162790697674,0.466019417475728,1,79.755851513871,0.753570906435718
90,0.252688172043011,0.537634408602151,0.39247311827957,0.629032258064516,0.881720430107527,0.817204301075269,0.114058054534775,0.0760724530500219,"***","***","***",NA,1.00181961177535,1.29069818250563,10,10,"ar1","ar1",0.5,0.2,0.1,NA,1,101.325871594893,101.456972480043,0.534883720930233,0.252427184466019,1,102.026928722129,0.519372236083616
91,0.360215053763441,0.494623655913978,0.71505376344086,0.78494623655914,0.844086021505376,0.704301075268817,0.0359894716154244,0.00652552953100574,"***","***","***",NA,1.00543414652934,1.29056981158392,3,3,"ar1","random",0.5,NA,0.1,NA,1,32.2643133220829,32.3345450630779,0.534883720930233,0.533980582524272,1,32.7140480515187,0.643028651293726
92,0.467741935483871,0.655913978494624,0.806451612903226,0.768817204301075,0.790322580645161,0.747311827956989,0.054739410737444,0.0312835679784477,"***","***","***",NA,1.0223916517436,1.29056983093441,5,3,"ar1","random",0.5,NA,0.1,NA,1,70.9467888241815,70.9272830378086,0.627906976744186,0.466019417475728,1,72.5153670784688,0.619580770180866
93,0.634408602150538,0.709677419354839,0.903225806451613,0.801075268817204,0.881720430107527,0.768817204301075,-0.0157673392155732,0.00612714381708361,"***","***","***",NA,1.00738438979805,1.29056910370178,10,3,"ar1","random",0.5,NA,0.1,NA,1,92.132913277723,92.2593433435092,0.627906976744186,0.543689320388349,0.994623655913978,92.8951329091534,0.562774482711199
94,0.349462365591398,0.483870967741935,0.43010752688172,0.645161290322581,0.870967741935484,0.602150537634409,0.017774914793854,0.00307912866280685,"***","***","***",NA,1.00292241087519,1.29056983093442,3,5,"ar1","random",0.5,NA,0.1,NA,1,8.6593132737573,8.62946882634446,0.627906976744186,0.456310679611651,1,8.73256614300313,0.975382449107737
95,0.586021505376344,0.612903225806452,0.854838709677419,0.774193548387097,0.897849462365591,0.693548387096774,-0.0276221381602401,0.00402753025863383,"***","***","***",NA,0.997592553169242,1.29056983093442,5,5,"ar1","random",0.5,NA,0.1,NA,0.994623655913978,36.2953657457975,36.3671083094989,0.767441860465116,0.514563106796116,0.994623655913978,36.6417526496225,0.570974381029907
96,0.60752688172043,0.586021505376344,0.876344086021505,0.736559139784946,0.913978494623656,0.71505376344086,0.039733752922994,-0.0011111043224568,"***","***","***",NA,1.00216782335794,1.29056629908107,10,5,"ar1","random",0.5,NA,0.1,NA,0.935483870967742,81.9501365801234,81.4018143602259,0.674418604651163,0.533980582524272,1,82.2667562077674,0.586369437671215
97,0.349462365591398,0.725806451612903,0.462365591397849,0.758064516129032,0.887096774193548,0.774193548387097,-0.0728393675398546,-0.0185862766652448,"***","***","***",NA,0.999974141357868,1.29054521987989,3,10,"ar1","random",0.5,NA,0.1,NA,1,4.96452058660714,4.9431984363256,0.511627906976744,0.145631067961165,1,5.00452835389263,0.719046724383886
98,0.612903225806452,0.360215053763441,0.779569892473118,0.532258064516129,0.951612903225806,0.827956989247312,0.0323854917081972,-0.00296848935311043,"***","***","***",NA,1.00862432260089,1.29056983087712,5,10,"ar1","random",0.5,NA,0.1,NA,0.989247311827957,68.9832829225478,68.8988731072005,0.697674418604651,0.504854368932039,1,69.1248642409138,0.543469645238537
99,0.494623655913978,0.446236559139785,0.838709677419355,0.602150537634409,0.935483870967742,0.795698924731183,-0.0620162301046924,-0.0593377739685524,"***","***","***",NA,1.04061333419381,1.29056983087684,10,10,"ar1","random",0.5,NA,0.1,NA,1,52.5089536004054,52.4863388853832,0.813953488372093,0.466019417475728,1,52.9362050641079,0.604823166585806
100,0.618279569892473,0.413978494623656,0.924731182795699,0.817204301075269,0.919354838709677,0.666666666666667,-0.0257162295626121,-0.00997760868653625,"***","***","***",NA,1.00335491155698,1.29056983063543,3,3,"ar1","randomwalk",0.5,NA,0.1,NA,1,8.51352892758073,8.51524727487624,0.651162790697674,0.495145631067961,1,8.54285186420085,0.663890056388808
101,0.301075268817204,0.381720430107527,0.510752688172043,0.688172043010753,0.747311827956989,0.661290322580645,-0.0239255681134615,-0.00865704641375944,"***","***","***",NA,1.01226988550316,1.29309915153421,5,3,"ar1","randomwalk",0.5,NA,0.1,NA,0.983870967741935,1.22596480277647,1.21913314999076,0.604651162790698,0.475728155339806,1,1.22704743259733,0.635487845378916
102,0.618279569892473,0.327956989247312,0.946236559139785,0.758064516129032,0.951612903225806,0.618279569892473,0.0464793956137937,0.0216680918890027," "," "," ",NA,1.01008873272105,1.29117397688969,10,3,"ar1","randomwalk",0.5,NA,0.1,NA,1,86.3763614080201,86.6729237641158,0.488372093023256,0.271844660194175,1,86.7863991757255,0.601087510871512
103,0.78494623655914,0.467741935483871,0.978494623655914,0.849462365591398,0.903225806451613,0.747311827956989,0.00793218049194602,-0.00501951592380887,"***","***","***",NA,1.01715084968395,1.28857591640657,3,5,"ar1","randomwalk",0.5,NA,0.1,NA,0.564516129032258,69.6428357348161,69.8668786498272,0.674418604651163,0.203883495145631,1,70.300552548403,0.549559012777446
104,0.21505376344086,0.344086021505376,0.5,0.505376344086022,0.827956989247312,0.661290322580645,0.0560925251793004,0.0052958179711703," "," "," ",NA,0.99901116023267,1.29056900096404,5,5,"ar1","randomwalk",0.5,NA,0.1,NA,1,55.1254581545918,55.1650811570941,0.651162790697674,0.436893203883495,1,55.3372547192109,0.526797461060147
105,0.543010752688172,0.645161290322581,0.779569892473118,0.768817204301075,0.913978494623656,0.736559139784946,-0.05971666520582,-0.0277231192664951,"***","***","***",NA,1.00864369946089,1.29056887695967,10,5,"ar1","randomwalk",0.5,NA,0.1,NA,0.913978494623656,81.805021113939,82.2561562200884,0.674418604651163,0.436893203883495,1,82.7990399020534,0.648612512017427
106,0.376344086021505,0.741935483870968,0.60752688172043,1,0.752688172043011,0.763440860215054,-0.0553413844090261,-0.0212647640484415," "," ","***",NA,1.07781509105301,1.29056420597408,3,10,"ar1","randomwalk",0.5,NA,0.1,NA,1,51.3831305072795,51.1832635938808,0.372093023255814,0.087378640776699,1,51.4075993980906,0.835473243352053
107,0.365591397849462,0.295698924731183,0.580645161290323,0.338709677419355,0.946236559139785,0.650537634408602,0.0233208857379128,0.0257357645870424,"***","***","***",NA,0.998110076592113,1.28997099914887,5,10,"ar1","randomwalk",0.5,NA,0.1,NA,1,3.85923738704743,3.85501191617331,0.627906976744186,0.213592233009709,1,3.89536397888892,0.777941997347229
108,0.645161290322581,0.354838709677419,0.865591397849462,0.505376344086022,0.956989247311828,0.688172043010753,-0.0308136414142376,-0.0158419106816555," "," "," ",NA,1.10095666399673,1.29085250129713,10,10,"ar1","randomwalk",0.5,NA,0.1,NA,1,79.9085608233382,79.8147763722621,0.488372093023256,0.242718446601942,1,80.0266458403764,0.675954622190546
109,0.559139784946237,0.720430107526882,0.962365591397849,0.89247311827957,0.919354838709677,0.709677419354839,-0.0245443846580962,0.00955112885139244," "," "," ",NA,1.01615698979986,1.28960519743852,3,3,"ar1","ar1",0.8,0.2,0.1,NA,0.688172043010753,101.79393474633,101.789445081169,0.441860465116279,0.252427184466019,1,102.043761070945,0.622552367625044
110,0.478494623655914,0.650537634408602,0.854838709677419,0.78494623655914,0.790322580645161,0.709677419354839,-0.0301905590669899,-0.00472421573963189,"***","***","***",NA,1.02843431706154,1.16353290289694,5,3,"ar1","ar1",0.8,0.2,0.1,NA,1,1.57605948017326,1.568677313179,0.558139534883721,0.339805825242719,1,1.58283728936333,0.600761392294771
111,0.408602150537634,0.580645161290323,0.618279569892473,0.672043010752688,0.827956989247312,0.704301075268817,0.00191890693868794,-0.0301691436935635,"***","***","***",NA,1.01222538664746,1.29056789033434,10,3,"ar1","ar1",0.8,0.2,0.1,NA,1,11.5675585755731,11.525804584587,0.674418604651163,0.543689320388349,1,11.6001940841184,0.606090860341891
112,0.32258064516129,0.575268817204301,0.521505376344086,0.752688172043011,0.795698924731183,0.747311827956989,0.0726147157169125,0.0489511375619214,"***","***","***",NA,0.99860579372488,1.29056983093449,3,5,"ar1","ar1",0.8,0.2,0.1,NA,0.956989247311828,78.1669302951316,78.549544122267,0.627906976744186,0.543689320388349,1,79.0461359975864,0.871443505744235
113,0.424731182795699,0.67741935483871,0.887096774193548,0.89247311827957,0.881720430107527,0.82258064516129,0.0258902692296964,-0.00901505553445355,"***","***","***",NA,1.05687543391851,1.29056946881969,5,5,"ar1","ar1",0.8,0.2,0.1,NA,0.989247311827957,58.920322099982,58.8305879468266,0.767441860465116,0.563106796116505,1,59.4613833258006,0.638712204415182
114,0.376344086021505,0.709677419354839,0.596774193548387,0.801075268817204,0.865591397849462,0.795698924731183,-0.0208679926122658,0.013629588959336,"***","***","***",NA,1.00167757701973,1.29026393942906,10,5,"ar1","ar1",0.8,0.2,0.1,NA,1,76.1484968573257,76.4980062615545,0.465116279069767,0.087378640776699,1,77.1089712877619,0.64641700085436
115,0.67741935483871,0.661290322580645,0.897849462365591,0.940860215053763,0.903225806451613,0.763440860215054,-0.0398643874993747,-0.000835274289578334,"***","***","***",NA,1.0195118768441,1.29062446797368,3,10,"ar1","ar1",0.8,0.2,0.1,NA,1,82.0801863690028,82.242570298119,0.744186046511628,0.41747572815534,1,82.7901621622142,0.722219715622366
116,0.247311827956989,0.698924731182796,0.408602150537634,0.795698924731183,0.779569892473118,0.811827956989247,0.00488009222142607,-0.03279238720948,"***","***","***",NA,1.0011268582685,1.24040622735056,5,10,"ar1","ar1",0.8,0.2,0.1,NA,0.704301075268817,41.8227417610054,41.7514808514499,0.534883720930233,0.485436893203884,1,41.9755629208899,0.617233933415437
117,0.720430107526882,0.236559139784946,0.924731182795699,0.370967741935484,0.913978494623656,0.60752688172043,0.000377193708321497,0.0217403354988117," ","***","***",NA,1.00526482745756,1.29056498566816,10,10,"ar1","ar1",0.8,0.2,0.1,NA,1,106.406208938937,106.312345467846,0.674418604651163,0.203883495145631,1,106.678192632165,0.640410900937403
118,0.182795698924731,0.693548387096774,0.290322580645161,0.827956989247312,0.666666666666667,0.78494623655914,0.0432473978756245,-0.00473752216305238,"***","***","***",NA,1.0288806044639,1.29056983093442,3,3,"ar1","random",0.8,NA,0.1,NA,0.994623655913978,35.5755630442553,35.5973367662365,0.511627906976744,0.611650485436893,0.994623655913978,35.9532011775511,1.15619474981276
119,0.220430107526882,0.591397849462366,0.311827956989247,0.833333333333333,0.56989247311828,0.693548387096774,0.0527680371673252,0.0119172029963228,"***","***","***",NA,0.999151191152549,1.2225690082348,5,3,"ar1","random",0.8,NA,0.1,NA,0.994623655913978,50.6050234162388,50.6411875721923,0.488372093023256,0.174757281553398,1,51.1168693983232,1.02464375593982
120,0.424731182795699,0.612903225806452,0.795698924731183,0.790322580645161,0.833333333333333,0.731182795698925,0.0335094041200427,-0.00445623939372902,"***","***","***",NA,1.00199060872593,1.29056978743957,10,3,"ar1","random",0.8,NA,0.1,NA,0.758064516129032,69.3098408138446,68.967180642854,0.651162790697674,0.485436893203884,1,69.4708008714339,0.442217147939424
121,0.252688172043011,0.494623655913978,0.462365591397849,0.698924731182796,0.623655913978495,0.60752688172043,-0.0422095267930354,-0.0142966386022589,"***","***","***",NA,1.01086260991052,1.29056983085266,3,5,"ar1","random",0.8,NA,0.1,NA,0.994623655913978,81.3712800007404,81.0868708719085,0.651162790697674,0.466019417475728,1,82.5441610497015,0.827515299310155
122,0.553763440860215,0.645161290322581,0.913978494623656,0.817204301075269,0.908602150537634,0.752688172043011,0.00521683859571223,-0.0202011904684981,"***","***","***",NA,1.01915459003771,1.28540150681335,5,5,"ar1","random",0.8,NA,0.1,NA,1,109.642387027678,109.431749259917,0.465116279069767,0.135922330097087,1,110.20472719602,0.664157727798229
123,0.559139784946237,0.209677419354839,0.709677419354839,0.290322580645161,0.89247311827957,0.575268817204301,-0.048682807873026,0.00468734151815823,"***","***","***",NA,1.06431813604082,1.29056965648645,10,5,"ar1","random",0.8,NA,0.1,NA,1,66.2395288336814,65.9888046599829,0.558139534883721,0.194174757281553,0.994623655913978,66.7144985811778,0.893308111501224
124,0.639784946236559,0.844086021505376,0.924731182795699,0.849462365591398,0.89247311827957,0.844086021505376,-0.00678842085563143,-0.00348439088743089,"***","***","***",NA,1.02149065538403,1.29056981350104,3,10,"ar1","random",0.8,NA,0.1,NA,0.967741935483871,37.0109186734591,36.9270756901277,0.581395348837209,0.485436893203884,1,37.1088307974123,0.587484692633851
125,0.247311827956989,0.645161290322581,0.381720430107527,0.790322580645161,0.747311827956989,0.790322580645161,-0.0654148244808791,-0.043193667806948,"***","***","***",NA,1.02491278044642,1.29056983093885,5,10,"ar1","random",0.8,NA,0.1,NA,1,0.316847372121418,0.316361497259914,0.767441860465116,0.485436893203884,1,0.317913110584298,0.816574749849008
126,0.526881720430108,0.56989247311828,0.741935483870968,0.704301075268817,0.870967741935484,0.795698924731183,-0.029253078084233,-0.0482231158207069,"***","***","***",NA,0.998330046037635,1.27781828722258,10,10,"ar1","random",0.8,NA,0.1,NA,1,70.184496237093,69.907681806954,0.767441860465116,0.514563106796116,1,70.1652918495146,0.642331514961228
127,0.301075268817204,0.650537634408602,0.56989247311828,0.876344086021505,0.655913978494624,0.741935483870968,0.0617039587013229,0.0160558147602776,"***","***","***",NA,1.05677999810213,1.29056978626172,3,3,"ar1","randomwalk",0.8,NA,0.1,NA,0.913978494623656,17.768757998378,17.8977236333646,0.651162790697674,0.233009708737864,1,18.029568088322,0.944794208280031
128,0.451612903225806,0.333333333333333,0.736559139784946,0.548387096774194,0.82258064516129,0.521505376344086,-0.0393880477557674,-0.0068308643256928," ","***","***",NA,1.0307064897445,1.13668850179189,5,3,"ar1","randomwalk",0.8,NA,0.1,NA,1,4.91712639946394,4.90913105180225,0.511627906976744,0.223300970873786,1,4.92019818296955,0.676603799746363
129,0.537634408602151,0.720430107526882,0.795698924731183,0.795698924731183,0.935483870967742,0.790322580645161,0.0330371291576799,0.00948268942725959,"***","***","***",NA,1.00417948521537,1.29056383675258,10,3,"ar1","randomwalk",0.8,NA,0.1,NA,1,57.8982153398031,57.7620809483139,0.558139534883721,0.213592233009709,1,58.0202264610735,0.739130461011358
130,0.354838709677419,0.639784946236559,0.564516129032258,0.903225806451613,0.752688172043011,0.795698924731183,-0.00981997220220939,0.0129686316901844,"***","***","***",NA,1.02730670062713,1.2905695865123,3,5,"ar1","randomwalk",0.8,NA,0.1,NA,1,58.1478509908018,58.3757863265206,0.581395348837209,0.514563106796116,0.989247311827957,58.7116018761672,0.679822129005059
131,0.548387096774194,0.645161290322581,0.940860215053763,0.768817204301075,0.903225806451613,0.806451612903226,0.0171510428540656,0.0398974276196831,"***","***","***",NA,1.01073674020759,1.29054662427821,5,5,"ar1","randomwalk",0.8,NA,0.1,NA,1,49.0892956035317,49.3244790270503,0.604651162790698,0.495145631067961,1,49.5932641169357,0.721941256343283
132,0.446236559139785,0.629032258064516,0.720430107526882,0.865591397849462,0.865591397849462,0.720430107526882,0.033102263034954,0.0139350399632962,"***","***","***",NA,1.04512938843981,1.29056983108298,10,5,"ar1","randomwalk",0.8,NA,0.1,NA,1,145.641076403613,145.647007695308,0.674418604651163,0.184466019417476,1,146.288141333217,0.630670193267143
133,0.306451612903226,0.5,0.741935483870968,0.661290322580645,0.870967741935484,0.78494623655914,0.0223925221016921,0.0604944524388829,"***","***","***",NA,1.00683034316328,1.29056953403985,3,10,"ar1","randomwalk",0.8,NA,0.1,NA,1,7.28411171823041,7.29362753918559,0.627906976744186,0.427184466019418,1,7.37072790347889,0.800525080843808
134,0.682795698924731,0.521505376344086,0.849462365591398,0.602150537634409,0.962365591397849,0.774193548387097,0.0232588524093042,-0.0133318534228127,"***","***","***",NA,1.0017596028093,1.29076127490085,5,10,"ar1","randomwalk",0.8,NA,0.1,NA,1,24.6768379757578,24.5949879748004,0.604651162790698,0.233009708737864,1,24.6991924276594,0.689773577187638
135,0.537634408602151,0.354838709677419,0.93010752688172,0.532258064516129,0.924731182795699,0.806451612903226,-0.0206410638614354,-0.0449791559290586," "," "," ",NA,1.00824183540721,1.29057692902376,10,10,"ar1","randomwalk",0.8,NA,0.1,NA,1,112.454564582134,111.676299029103,0.581395348837209,0.281553398058252,1,111.797610975535,0.460021691589265
136,0.263440860215054,0.688172043010753,0.387096774193548,0.827956989247312,0.698924731182796,0.768817204301075,-0.0386429036515078,-0.00213307658919719,"***","***","***",NA,1.04903809275251,1.29055689358047,3,3,"ar1","ar1",0.2,0.5,0.1,NA,1,86.6965925469467,87.0867770646052,0.488372093023256,0.213592233009709,1,87.9516839127375,0.913507994347443
137,0.306451612903226,0.435483870967742,0.521505376344086,0.693548387096774,0.672043010752688,0.639784946236559,-0.00750954169728313,0.0107261559172594,"***","***","***",NA,1.01123046407971,1.29056979819448,5,3,"ar1","ar1",0.2,0.5,0.1,NA,0.940860215053763,74.4293397933718,74.725522902379,0.511627906976744,0.281553398058252,1,75.1220933096082,0.616275053315804
138,0.655913978494624,0.596774193548387,0.951612903225806,0.844086021505376,0.935483870967742,0.758064516129032,0.013329450409255,-0.0135486110394089,"***","***","***",NA,0.999639959548706,1.29056983093298,10,3,"ar1","ar1",0.2,0.5,0.1,NA,0.973118279569892,96.067805374998,96.3056828255339,0.674418604651163,0.504854368932039,1,97.0513319280682,0.592672887519194
139,0.543010752688172,0.602150537634409,0.93010752688172,0.849462365591398,0.913978494623656,0.774193548387097,-0.0149568496207778,0.00476159383812913,"***","***","***",NA,1.03149282275491,1.29056982982568,3,5,"ar1","ar1",0.2,0.5,0.1,NA,1,66.0371055506025,65.9997479227335,0.534883720930233,0.553398058252427,1,66.7817162565025,0.619883744356901
140,0.71505376344086,0.725806451612903,0.989247311827957,0.795698924731183,0.946236559139785,0.768817204301075,0.00707482432030826,0.00689675969961319,"***","***","***",NA,1.01988082740538,1.29056968446085,5,5,"ar1","ar1",0.2,0.5,0.1,NA,1,96.9271045403123,96.9781188082671,0.651162790697674,0.514563106796116,1,97.5641063323727,0.581618823647297
141,0.451612903225806,0.645161290322581,0.741935483870968,0.779569892473118,0.881720430107527,0.774193548387097,0.0635510832513063,0.0190067471306139,"***","***","***",NA,1.00804708393695,1.29056995644594,10,5,"ar1","ar1",0.2,0.5,0.1,NA,0.989247311827957,43.0703755409743,43.2150813623407,0.627906976744186,0.485436893203884,1,43.4438047254985,0.588183102608033
142,0.403225806451613,0.483870967741935,0.526881720430108,0.741935483870968,0.82258064516129,0.704301075268817,-0.0201578480332208,0.0108839985845728,"***","***","***",NA,1.02461105306226,1.29056983093442,3,10,"ar1","ar1",0.2,0.5,0.1,NA,1,79.0623104759785,78.8820428016116,0.604651162790698,0.271844660194175,0.994623655913978,79.4123370574851,0.748611824224755
143,0.333333333333333,0.672043010752688,0.473118279569892,0.870967741935484,0.887096774193548,0.833333333333333,-0.0435649995286165,-0.00831102926569488," "," "," ",NA,1.00211450251016,1.29134040275202,5,10,"ar1","ar1",0.2,0.5,0.1,NA,0.983870967741935,0.998549679441068,0.993317278128447,0.604651162790698,0.262135922330097,1,0.995249469993523,0.757036192292311
144,0.376344086021505,0.311827956989247,0.478494623655914,0.489247311827957,0.876344086021505,0.645161290322581,0.0376297493144651,0.0119840410138185,"***","***","***",NA,1.02474420870826,1.29055095419727,10,10,"ar1","ar1",0.2,0.5,0.1,NA,0.983870967741935,40.1805934388442,40.2896738838859,0.674418604651163,0.504854368932039,1,40.4548498825512,0.696652628659855
145,0.317204301075269,0.650537634408602,0.698924731182796,0.865591397849462,0.774193548387097,0.741935483870968,-0.0354656897200647,-0.00531177708263563,"***","***","***",NA,1.02954886597736,1.29056982703674,3,3,"random","ar1",NA,0.5,0.1,NA,1,40.2976130566605,40.4896662549534,0.604651162790698,0.572815533980582,1,40.7759292708441,0.939826302109463
146,0.521505376344086,0.682795698924731,0.870967741935484,0.854838709677419,0.924731182795699,0.747311827956989,-0.0347209379816232,-0.00552295248610884,"***","***","***",NA,1.02908341940738,1.20262954616399,5,3,"random","ar1",NA,0.5,0.1,NA,1,66.2703817991308,66.1811287586474,0.627906976744186,0.553398058252427,1,66.7071691808957,0.607330033400879
147,0.543010752688172,0.338709677419355,0.887096774193548,0.478494623655914,0.833333333333333,0.736559139784946,0.0338745924607576,-0.00778823832171543,"***","***","***",NA,1.01287815887106,1.29056983092213,10,3,"random","ar1",NA,0.5,0.1,NA,1,45.7987249442187,46.0434547508668,0.697674418604651,0.650485436893204,0.973118279569892,46.3682765135097,0.640745234254992
148,0.408602150537634,0.736559139784946,0.78494623655914,0.860215053763441,0.897849462365591,0.698924731182796,-0.0192217001304754,0.0185611227831652,"***","***","***",NA,1.00216277229254,1.29056657723119,3,5,"random","ar1",NA,0.5,0.1,NA,0.973118279569892,63.7110493812724,63.4520000793011,0.697674418604651,0.466019417475728,1,64.3325090069984,0.667370328157499
