"simnumber","sws.ol1","hapc.ol1","sws.ol2","hapc.ol2","sws.s","hapc.s","sws.d","hapc.d","bf.i05","bf.i01","bf.i001","r.w","r.r2","w.r2","p.blocks","c.blocks","p.type","c.type","p.autocorr","c.autocorr","r2","nsim","ol","rrmse","srmse","p.catch","c.catch","hol","hrmse","efficiency"
149,0.247311827956989,0.725806451612903,0.408602150537634,0.887096774193548,0.725806451612903,0.763440860215054,0.0159710145470081,0.00801004573911273," "," ","***",NA,1.02451476685791,1.29056983040006,5,5,"random","ar1",NA,0.5,0.1,NA,1,12.0419506046092,12.0536797518522,0.627906976744186,0.485436893203884,1,12.0993421490413,0.557482989117537
150,0.612903225806452,0.279569892473118,0.881720430107527,0.301075268817204,0.89247311827957,0.494623655913978,0.0287488156456585,0.0457558103076624,"***","***","***",NA,1.00806550278534,1.29056973280501,10,5,"random","ar1",NA,0.5,0.1,NA,1,89.467972615501,89.7846206680081,0.651162790697674,0.466019417475728,0.967741935483871,90.4464941349851,0.575940697538056
151,0.17741935483871,0.295698924731183,0.252688172043011,0.456989247311828,0.650537634408602,0.629032258064516,-0.0710219896934736,-0.0515602171864215,"***","***","***",NA,0.999738748743394,1.29056983093442,3,10,"random","ar1",NA,0.5,0.1,NA,0.994623655913978,66.5836373525522,66.6923166642038,0.511627906976744,0.427184466019418,1,67.6946769498003,0.777097725056073
152,0.661290322580645,0.645161290322581,0.838709677419355,0.801075268817204,0.865591397849462,0.78494623655914,-0.021803568308452,0.00909826794353837,"***","***","***",NA,1.03658397482671,1.19761739151927,5,10,"random","ar1",NA,0.5,0.1,NA,1,48.7044263058788,48.3912005417467,0.441860465116279,0.0388349514563107,1,48.8849141508936,0.930393043602187
153,0.268817204301075,0.763440860215054,0.408602150537634,0.844086021505376,0.801075268817204,0.854838709677419,0.054059029468675,0.00656149036622527," "," ","***",NA,0.998589194648944,1.29056982089388,10,10,"random","ar1",NA,0.5,0.1,NA,0.913978494623656,75.1774947313608,74.7556306193634,0.581395348837209,0.262135922330097,1,74.9496151005635,0.644651662735315
154,0.317204301075269,0.698924731182796,0.532258064516129,0.881720430107527,0.720430107526882,0.801075268817204,-0.0785231153676954,-0.0240016700304032,"***","***","***",NA,1.01489628281231,1.29056910601649,3,3,"randomwalk","ar1",NA,0.5,0.1,NA,1,1.1264706780691,1.12190412727494,0.534883720930233,0.310679611650485,1,1.12865446735008,0.809690723017153
155,0.21505376344086,0.521505376344086,0.32258064516129,0.758064516129032,0.629032258064516,0.639784946236559,0.047088778286604,0.00752528745681258," "," "," ",NA,1.00654313705569,1.29056993049399,5,3,"randomwalk","ar1",NA,0.5,0.1,NA,0.908602150537634,32.2455942524999,32.3881983416649,0.581395348837209,0.446601941747573,0.962365591397849,32.4268317971108,0.745791607572593
156,0.295698924731183,0.736559139784946,0.483870967741935,0.849462365591398,0.71505376344086,0.731182795698925,-0.0296559608412943,0.0126382370641003," "," ","***",NA,1.00907376890057,1.29056983093442,10,3,"randomwalk","ar1",NA,0.5,0.1,NA,0.994623655913978,18.353344306542,18.4351945876955,0.604651162790698,0.543689320388349,1,18.4916376800293,0.652301436009054
157,0.489247311827957,0.408602150537634,0.768817204301075,0.693548387096774,0.876344086021505,0.629032258064516,0.0410969668631792,0.001813219565512," "," ","***",NA,1.00533658455467,1.29208712462819,3,5,"randomwalk","ar1",NA,0.5,0.1,NA,0.795698924731183,19.786321562754,19.8229727385275,0.627906976744186,0.514563106796116,1,19.8550871915122,0.867421792152626
158,0.575268817204301,0.666666666666667,0.89247311827957,0.881720430107527,0.897849462365591,0.741935483870968,-0.0360030612568482,0.0214768641960374," "," "," ",NA,1.00886836029971,1.29056983097376,5,5,"randomwalk","ar1",NA,0.5,0.1,NA,0.989247311827957,74.6245595107246,74.4696291365649,0.651162790697674,0.504854368932039,1,74.5664664963385,0.621273122014974
159,0.688172043010753,0.639784946236559,0.935483870967742,0.741935483870968,0.973118279569892,0.774193548387097,0.0177874723305431,-0.013558967292243,"***","***","***",NA,1.00137828005829,1.29056983089612,10,5,"randomwalk","ar1",NA,0.5,0.1,NA,1,51.9501091494556,52.0402559120057,0.534883720930233,0.135922330097087,1,52.2389258341637,0.590858880470916
160,0.548387096774194,0.688172043010753,0.790322580645161,0.78494623655914,0.956989247311828,0.806451612903226,0.000791568344245499,-0.0104931238639061,"***","***","***",NA,1.00309863406155,1.29343260983184,3,10,"randomwalk","ar1",NA,0.5,0.1,NA,1,6.84811755469037,6.83540414673663,0.558139534883721,0.203883495145631,1,6.85904303646544,0.601580598720763
161,0.274193548387097,0.435483870967742,0.666666666666667,0.720430107526882,0.806451612903226,0.71505376344086,-0.0911719096666678,-0.0658166443716596," ","***","***",NA,1.00022505184765,1.29056974330482,5,10,"randomwalk","ar1",NA,0.5,0.1,NA,0.854838709677419,86.7882586386953,87.1375244418636,0.651162790697674,0.514563106796116,1,87.3645156536913,0.528791576811725
162,0.634408602150538,0.78494623655914,0.82258064516129,0.817204301075269,0.924731182795699,0.801075268817204,-0.00200571406124162,0.0340184765419288," "," ","***",NA,1.00682658541266,1.15535683524417,10,10,"randomwalk","ar1",NA,0.5,0.1,NA,0.60752688172043,6.20362616310072,6.19722783519217,0.558139534883721,0.281553398058252,1,6.21571236782003,0.446378305316705
163,0.413978494623656,0.752688172043011,0.758064516129032,0.89247311827957,0.844086021505376,0.779569892473118,-0.0289078689024646,-0.00910607804727519," ","***","***",NA,1.02612450335127,1.29056983008279,3,3,"ar1","ar1",0.5,0.5,0.1,NA,1,124.081558385232,123.272255208941,0.604651162790698,0.466019417475728,1,123.6759547015,0.506010563308118
164,0.301075268817204,0.655913978494624,0.521505376344086,0.849462365591398,0.806451612903226,0.78494623655914,0.0461101956568642,0.0105715332343776,"***","***","***",NA,1.02005200631908,1.29056983084546,5,3,"ar1","ar1",0.5,0.5,0.1,NA,1,91.3408570415042,90.7968642211602,0.418604651162791,0.194174757281553,1,91.3541787950059,0.733715324191861
165,0.532258064516129,0.693548387096774,0.774193548387097,0.838709677419355,0.908602150537634,0.827956989247312,-0.0292983637814067,0.0144047100223585,"***","***","***",NA,1.0109143579509,1.13235556990813,10,3,"ar1","ar1",0.5,0.5,0.1,NA,1,39.947295917862,39.7695349782673,0.488372093023256,0.184466019417476,1,39.9556101049233,0.614358964936346
166,0.21505376344086,0.586021505376344,0.333333333333333,0.817204301075269,0.779569892473118,0.752688172043011,-0.00158837807484596,-0.0116391625120388,"***","***","***",NA,1.00368690538369,1.29056370774201,3,5,"ar1","ar1",0.5,0.5,0.1,NA,1,95.5959981492463,95.3498881777765,0.581395348837209,0.446601941747573,1,96.0494673110593,0.99864150033486
167,0.290322580645161,0.596774193548387,0.462365591397849,0.833333333333333,0.704301075268817,0.71505376344086,0.0535714208722068,0.0145226030131951,"***","***","***",NA,1.00113844249035,1.20991726518138,5,5,"ar1","ar1",0.5,0.5,0.1,NA,1,104.872653716943,104.558032936191,0.558139534883721,0.058252427184466,1,105.225025532384,0.810125379335164
168,0.279569892473118,0.731182795698925,0.462365591397849,0.82258064516129,0.752688172043011,0.768817204301075,0.00970228622275596,-0.0349163157858591,"***","***","***",NA,1.00980083235779,1.29066122204875,10,5,"ar1","ar1",0.5,0.5,0.1,NA,1,39.4469513114384,39.3349533361126,0.627906976744186,0.281553398058252,1,39.598619351717,0.624953529814467
169,0.247311827956989,0.602150537634409,0.317204301075269,0.795698924731183,0.666666666666667,0.790322580645161,0.0158798210365955,0.0586002203519234,"***","***","***",NA,1.00099242827088,1.29126536418897,3,10,"ar1","ar1",0.5,0.5,0.1,NA,0.876344086021505,60.9348799444215,60.9379644179597,0.651162790697674,0.446601941747573,1,61.3162247739839,0.765302561433051
170,0.532258064516129,0.365591397849462,0.666666666666667,0.537634408602151,0.870967741935484,0.655913978494624,-0.0472166839571684,-0.0172490208945239,"***","***","***",NA,1.01236315194347,1.13244919372379,5,10,"ar1","ar1",0.5,0.5,0.1,NA,1,33.1362334073425,33.1258963042966,0.627906976744186,0.475728155339806,1,33.4100038821072,0.643973073403949
171,0.338709677419355,0.575268817204301,0.440860215053763,0.645161290322581,0.623655913978495,0.763440860215054,0.113867296146469,0.069460609203727,"***","***","***",NA,1.02104280144725,1.29056983093442,10,10,"ar1","ar1",0.5,0.5,0.1,NA,1,31.9089806391891,31.9554400652401,0.697674418604651,0.533980582524272,1,32.0684030452041,0.661806030958756
172,0.387096774193548,0.505376344086022,0.779569892473118,0.78494623655914,0.811827956989247,0.709677419354839,0.0645885386511211,0.0254084908533746,"***","***","***",NA,1.01786746617336,1.2905698309342,3,3,"ar1","ar1",0.8,0.5,0.1,NA,1,46.7328399344748,46.7695919611474,0.511627906976744,0.495145631067961,1,47.0444987229336,0.643697582919291
173,0.537634408602151,0.661290322580645,0.849462365591398,0.860215053763441,0.838709677419355,0.698924731182796,0.0372031952210877,0.0100187083899448,"***","***","***",NA,1.0260312945059,1.29056992043088,5,3,"ar1","ar1",0.8,0.5,0.1,NA,1,44.1309259331358,44.2435190053939,0.604651162790698,0.475728155339806,1,44.6624257868464,0.671903509445221
174,0.424731182795699,0.655913978494624,0.645161290322581,0.790322580645161,0.849462365591398,0.693548387096774,0.0689446584015743,0.0268412194631657," "," "," ",NA,1.02414705450387,1.29056656195673,10,3,"ar1","ar1",0.8,0.5,0.1,NA,1,41.8861023157826,41.8033898673012,0.627906976744186,0.310679611650485,1,41.8780196431501,0.708869763537702
175,0.327956989247312,0.634408602150538,0.478494623655914,0.827956989247312,0.532258064516129,0.736559139784946,-0.02079438396858,0.00871291125442821," "," "," ",NA,1.04552971210951,1.29056944299521,3,5,"ar1","ar1",0.8,0.5,0.1,NA,1,10.6411720240298,10.6534388249549,0.441860465116279,0.0679611650485437,1,10.6779294158308,0.970216287331626
176,0.693548387096774,0.370967741935484,0.860215053763441,0.521505376344086,0.967741935483871,0.704301075268817,-0.047274089630621,-0.0126289387479364,"***","***","***",NA,1.02623305317914,1.29056983091101,5,5,"ar1","ar1",0.8,0.5,0.1,NA,0.994623655913978,65.1163454516752,65.1088932831374,0.720930232558139,0.398058252427185,0.989247311827957,65.4728939191233,0.657888009299207
177,0.435483870967742,0.741935483870968,0.725806451612903,0.865591397849462,0.924731182795699,0.790322580645161,-0.0468970597588674,-0.0276625607585666,"***","***","***",NA,1.00174780806295,1.29056983146476,10,5,"ar1","ar1",0.8,0.5,0.1,NA,1,99.5116628761081,99.5931094189069,0.651162790697674,0.456310679611651,1,99.978357109874,0.506786117345629
178,0.225806451612903,0.790322580645161,0.263440860215054,0.849462365591398,0.634408602150538,0.811827956989247,0.0264116635039204,0.00805125776759056,"***","***","***",NA,1.03472411371678,1.29056835321423,3,10,"ar1","ar1",0.8,0.5,0.1,NA,1,60.3249646742355,60.3575365931365,0.558139534883721,0.398058252427185,1,61.0201190080997,1.09271424593679
179,0.575268817204301,0.559139784946237,0.774193548387097,0.725806451612903,0.946236559139785,0.774193548387097,0.0367116561214633,0.00620977878414661,"***","***","***",NA,1.00226359008372,1.29056983093437,5,10,"ar1","ar1",0.8,0.5,0.1,NA,1,6.96642302609114,6.98330877260166,0.627906976744186,0.495145631067961,1,7.00737375437998,0.709997243219782
180,0.548387096774194,0.731182795698925,0.881720430107527,0.876344086021505,0.854838709677419,0.768817204301075,0.0624384749770716,0.0204935672434251,"***","***","***",NA,1.00931167882734,1.2905698120026,10,10,"ar1","ar1",0.8,0.5,0.1,NA,1,82.064274111034,82.0335079741211,0.534883720930233,0.116504854368932,0.994623655913978,82.3608509673537,0.607558072486374
181,0.365591397849462,0.483870967741935,0.655913978494624,0.731182795698925,0.752688172043011,0.634408602150538,0.0598260218609293,0.0074764365116808,"***","***","***",NA,1.02202910266736,1.29056985638392,3,3,"ar1","ar1",0.2,0.8,0.1,NA,1,60.3159576301143,60.34227925419,0.488372093023256,0.233009708737864,1,60.647958935873,0.70349755259829
182,0.408602150537634,0.553763440860215,0.709677419354839,0.698924731182796,0.903225806451613,0.736559139784946,-0.0759830689604297,-0.0436994020170521,"***","***","***",NA,1.02265636104905,1.29056963371304,5,3,"ar1","ar1",0.2,0.8,0.1,NA,1,105.829342071108,105.60265470441,0.720930232558139,0.466019417475728,1,106.042498410544,0.666515911433603
183,0.220430107526882,0.645161290322581,0.32258064516129,0.758064516129032,0.655913978494624,0.78494623655914,-0.008181993966288,0.0140129319590905," "," ","***",NA,0.997379916847027,1.29056966220458,10,3,"ar1","ar1",0.2,0.8,0.1,NA,1,106.971753972462,106.769063688877,0.488372093023256,0.281553398058252,1,107.052405156264,0.666922739071762
184,0.204301075268817,0.435483870967742,0.306451612903226,0.779569892473118,0.532258064516129,0.60752688172043,-0.0196454805860781,0.013676517794458,"***","***","***",NA,1.01485612667635,1.29057088664553,3,5,"ar1","ar1",0.2,0.8,0.1,NA,1,90.2505008072345,90.3789222962138,0.534883720930233,0.223300970873786,1,91.5417536336512,1.00782079429352
185,0.478494623655914,0.602150537634409,0.741935483870968,0.827956989247312,0.897849462365591,0.731182795698925,0.0645590087537744,0.0445609719224385," "," "," ",NA,1.01987960762974,1.29053059374458,5,5,"ar1","ar1",0.2,0.8,0.1,NA,1,7.95817366199764,7.98753863510006,0.720930232558139,0.427184466019418,1,8.00933815925489,0.627518248825358
186,0.198924731182796,0.586021505376344,0.5,0.71505376344086,0.946236559139785,0.89247311827957,-0.127297242896854,-0.0790798514162599,"***","***","***",NA,1.02206798559513,1.29058161181818,10,5,"ar1","ar1",0.2,0.8,0.1,NA,0.994623655913978,71.5606486442042,71.161694100215,0.488372093023256,0.310679611650485,1,71.7558965171732,0.840855105387039
187,0.263440860215054,0.741935483870968,0.381720430107527,0.82258064516129,0.602150537634409,0.747311827956989,0.0463359477005093,-0.00601401014083625,"***","***","***",NA,1.00318092826268,1.29056983096889,3,10,"ar1","ar1",0.2,0.8,0.1,NA,1,25.0946495326569,25.1263739416969,0.651162790697674,0.427184466019418,1,25.3998285120027,0.832996057111762
188,0.338709677419355,0.387096774193548,0.580645161290323,0.494623655913978,0.768817204301075,0.650537634408602,-0.0579166511814207,-0.0386883939784987,"***","***","***",NA,1.00469536017859,1.29056982963054,5,10,"ar1","ar1",0.2,0.8,0.1,NA,1,95.2926408114948,95.1870801377448,0.651162790697674,0.475728155339806,1,96.1055140245833,0.659274806013664
189,0.768817204301075,0.645161290322581,0.962365591397849,0.838709677419355,0.93010752688172,0.790322580645161,0.0266491521726933,-0.0304848218906319," "," "," ",NA,1.00655199137975,1.29064948378554,10,10,"ar1","ar1",0.2,0.8,0.1,NA,1,79.8502594889945,80.0250027665224,0.511627906976744,0.12621359223301,1,80.010124700104,0.619627127732552
190,0.39247311827957,0.295698924731183,0.666666666666667,0.618279569892473,0.887096774193548,0.661290322580645,-0.0162695176383417,0.0113526921987167,"***","***","***",NA,1.00370488100558,1.29052465487651,3,3,"random","ar1",NA,0.8,0.1,NA,1,54.7095390832541,54.930444355366,0.511627906976744,0.475728155339806,1,55.2908054772282,1.0662747115799
191,0.333333333333333,0.731182795698925,0.56989247311828,0.854838709677419,0.682795698924731,0.71505376344086,0.00334634012904681,-0.0126947488744101,"***","***","***",NA,1.01185909259298,1.29056983093431,5,3,"random","ar1",NA,0.8,0.1,NA,0.881720430107527,11.8392088335135,11.8512924974864,0.651162790697674,0.543689320388349,1,11.9593096391804,0.72213652251788
192,0.344086021505376,0.720430107526882,0.655913978494624,0.849462365591398,0.849462365591398,0.82258064516129,0.00923835861607871,0.0295177245564879," "," ","***",NA,1.01489624438111,1.29086648366898,10,3,"random","ar1",NA,0.8,0.1,NA,0.994623655913978,108.994182339616,108.240681161126,0.674418604651163,0.281553398058252,1,108.547224277619,0.63041300520871
193,0.397849462365591,0.311827956989247,0.779569892473118,0.333333333333333,0.827956989247312,0.446236559139785,-0.0249431486208052,-0.00080311079743915,"***","***","***",NA,1.03250640208751,1.29056983093443,3,5,"random","ar1",NA,0.8,0.1,NA,1,30.4255304108944,30.4312295599184,0.534883720930233,0.427184466019418,0.768817204301075,30.7500335211122,0.637382801997954
194,0.526881720430108,0.408602150537634,0.854838709677419,0.516129032258065,0.887096774193548,0.67741935483871,-0.0504755602156542,-0.000359470920923411,"***","***","***",NA,1.00228335520508,1.29062444303098,5,5,"random","ar1",NA,0.8,0.1,NA,1,99.604774073934,99.4300924969119,0.488372093023256,0.252427184466019,0.978494623655914,100.577177996143,0.762000963308117
195,0.451612903225806,0.747311827956989,0.688172043010753,0.876344086021505,0.838709677419355,0.731182795698925,-0.0353663719588993,-0.0098795077061342," "," "," ",NA,1.00200814557853,1.14629897259864,10,5,"random","ar1",NA,0.8,0.1,NA,1,136.447816626814,136.792797991179,0.627906976744186,0.242718446601942,1,137.006101462356,0.552759421984512
196,0.241935483870968,0.344086021505376,0.370967741935484,0.440860215053763,0.709677419354839,0.741935483870968,-0.021094770841367,0.0228820943779928,"***","***","***",NA,1.04161393152847,1.1315512657471,3,10,"random","ar1",NA,0.8,0.1,NA,0.865591397849462,74.088968860128,73.842135650736,0.511627906976744,0.0776699029126213,1,74.349535132061,0.705681119024715
197,0.510752688172043,0.779569892473118,0.860215053763441,0.887096774193548,0.89247311827957,0.795698924731183,0.0453982520997343,0.0162601738866608,"***","***","***",NA,1.01127441320715,1.29056983092747,5,10,"random","ar1",NA,0.8,0.1,NA,1,47.0393978027557,47.1456987616979,0.767441860465116,0.495145631067961,1,47.5718512775247,0.592895637695946
198,0.435483870967742,0.376344086021505,0.639784946236559,0.5,0.881720430107527,0.768817204301075,0.0603165220358475,0.0198600662245946,"***","***","***",NA,1.00224577527425,1.29056983012789,10,10,"random","ar1",NA,0.8,0.1,NA,0.93010752688172,54.9423676334864,54.9652670404212,0.534883720930233,0.213592233009709,1,55.3665226437686,0.669612976685779
199,0.478494623655914,0.741935483870968,0.827956989247312,0.833333333333333,0.89247311827957,0.774193548387097,-0.0770339009910183,-0.0195468848799858,"***","***","***",NA,1.02978067360436,1.29056493759871,3,3,"randomwalk","ar1",NA,0.8,0.1,NA,1,69.1634247365751,69.0412412001729,0.511627906976744,0.563106796116505,1,69.2771766106491,0.805524397637788
200,0.758064516129032,0.650537634408602,0.978494623655914,0.817204301075269,0.913978494623656,0.758064516129032,0.0120070480982045,-0.00585687621073186," "," ","***",NA,1.00289344155858,1.29383718974445,5,3,"randomwalk","ar1",NA,0.8,0.1,NA,1,103.802444692059,103.567012611864,0.604651162790698,0.271844660194175,1,103.927897864303,0.524318332071822
201,0.258064516129032,0.71505376344086,0.505376344086022,0.844086021505376,0.747311827956989,0.779569892473118,0.06716011483001,-0.000447606111972687,"***","***","***",NA,1.00065369563877,1.29056862794449,10,3,"randomwalk","ar1",NA,0.8,0.1,NA,1,24.5076403492285,24.3943309762764,0.651162790697674,0.485436893203884,1,24.4985118476667,0.786658802251213
202,0.419354838709677,0.516129032258065,0.801075268817204,0.806451612903226,0.903225806451613,0.704301075268817,0.0498471441492659,0.00522876955105094,"***","***","***",NA,1.0194134727677,1.29056983092402,3,5,"randomwalk","ar1",NA,0.8,0.1,NA,1,39.1040643837483,39.0517963568996,0.534883720930233,0.242718446601942,1,39.1808722853051,0.699899889482844
203,0.521505376344086,0.870967741935484,0.833333333333333,0.973118279569892,0.93010752688172,0.89247311827957,-0.0546082915560449,-0.0271814094014561," ","**","***",NA,1.01198105269578,1.29056983092677,5,5,"randomwalk","ar1",NA,0.8,0.1,NA,1,109.707207463187,110.087033073661,0.697674418604651,0.514563106796116,1,110.341116551292,0.582381757907465
204,0.43010752688172,0.612903225806452,0.655913978494624,0.758064516129032,0.865591397849462,0.817204301075269,0.0360260441122707,-0.011205457048602,"***","***","***",NA,1.06312975609945,1.29056952888023,10,5,"randomwalk","ar1",NA,0.8,0.1,NA,1,32.3461129432242,32.2361980181148,0.604651162790698,0.436893203883495,1,32.3888259660381,0.771341242051408
205,0.172043010752688,0.56989247311828,0.295698924731183,0.736559139784946,0.698924731182796,0.758064516129032,-0.0158784421422391,0.00408370468957035," "," "," ",NA,1.00121080956825,1.2905695757102,3,10,"randomwalk","ar1",NA,0.8,0.1,NA,0.983870967741935,53.8798892495782,54.2343611009836,0.558139534883721,0.436893203883495,1,54.3607281640509,0.518755012307234
206,0.381720430107527,0.672043010752688,0.60752688172043,0.844086021505376,0.897849462365591,0.725806451612903,0.02582147586782,0.0137427401113119,"***","***","***",NA,1.00853135170055,1.13435067555284,5,10,"randomwalk","ar1",NA,0.8,0.1,NA,1,2.44522766057784,2.44457322259109,0.534883720930233,0.0970873786407767,0.994623655913978,2.45267237119436,0.497225756655987
207,0.365591397849462,0.483870967741935,0.67741935483871,0.78494623655914,0.725806451612903,0.682795698924731,-0.0501898449706625,-0.0149716964230178," ","***","***",NA,1.00720709149149,1.29056983093783,10,10,"randomwalk","ar1",NA,0.8,0.1,NA,0.903225806451613,114.266687778325,114.553234501662,0.581395348837209,0.514563106796116,1,114.909462284212,0.52584615704575
208,0.295698924731183,0.419354838709677,0.612903225806452,0.779569892473118,0.666666666666667,0.532258064516129,0.0345932781576181,-0.0111520754353313,"***","***","***",NA,1.02692923944937,1.29056983037643,3,3,"ar1","ar1",0.5,0.8,0.1,NA,1,85.0876948551282,84.8224644847148,0.604651162790698,0.504854368932039,1,85.4148376878453,0.545987072703599
209,0.516129032258065,0.645161290322581,0.838709677419355,0.790322580645161,0.865591397849462,0.725806451612903,0.0262968685494015,0.00384884628952224,"***","***","***",NA,1.02520746286509,1.29056983091377,5,3,"ar1","ar1",0.5,0.8,0.1,NA,1,36.1644023798083,36.3857757329177,0.651162790697674,0.592233009708738,1,36.6296559957277,0.70513701057705
210,0.209677419354839,0.543010752688172,0.376344086021505,0.806451612903226,0.693548387096774,0.790322580645161,0.0133028883165299,-0.0149806556704663," ","***","***",NA,1.00033438419431,1.29056982699771,10,3,"ar1","ar1",0.5,0.8,0.1,NA,0.919354838709677,94.1790189709269,94.2495698172861,0.674418604651163,0.29126213592233,1,94.6469411098602,0.657489773042428
211,0.188172043010753,0.419354838709677,0.236559139784946,0.78494623655914,0.473118279569892,0.768817204301075,-0.0417633081263925,-0.00407655040592716,"***","***","***",NA,1.0051929628067,1.2905698316449,3,5,"ar1","ar1",0.5,0.8,0.1,NA,0.946236559139785,75.3912575229292,75.5101422265104,0.511627906976744,0.456310679611651,1,76.129385800158,1.02237500514763
212,0.596774193548387,0.666666666666667,0.865591397849462,0.833333333333333,0.844086021505376,0.731182795698925,-0.0571265244896177,-0.0183966777466754,"***","***","***",NA,1.00792773449013,1.290569832307,5,5,"ar1","ar1",0.5,0.8,0.1,NA,0.672043010752688,99.143924590192,99.2993443321351,0.720930232558139,0.504854368932039,1,100.051115509902,0.624139253287274
213,0.596774193548387,0.639784946236559,0.956989247311828,0.93010752688172,0.93010752688172,0.78494623655914,-0.03877687446435,-0.0236440510217628,"***","***","***",NA,1.05019187221049,1.28744758459821,10,5,"ar1","ar1",0.5,0.8,0.1,NA,1,21.691898390445,21.7299337512655,0.581395348837209,0.495145631067961,1,21.8496449883002,0.549089188667789
214,0.28494623655914,0.634408602150538,0.397849462365591,0.790322580645161,0.71505376344086,0.763440860215054,0.0645931235778787,0.041387652661797,"***","***","***",NA,1.00816318812843,1.29057821031463,3,10,"ar1","ar1",0.5,0.8,0.1,NA,1,40.4777456984233,40.6640900101312,0.581395348837209,0.407766990291262,1,41.0684600399347,0.798875207026209
215,0.478494623655914,0.258064516129032,0.580645161290323,0.311827956989247,0.919354838709677,0.516129032258065,-0.0369758956742976,0.00403236010315496,"***","***","***",NA,1.01128678846359,1.29035806438852,5,10,"ar1","ar1",0.5,0.8,0.1,NA,1,12.8161537059294,12.9270405300857,0.674418604651163,0.485436893203884,0.951612903225806,13.0353520282644,1.04281035074636
216,0.279569892473118,0.478494623655914,0.5,0.870967741935484,0.741935483870968,0.693548387096774,-0.0935287448976758,-0.0184540906115829," "," "," ",NA,1.00790608877321,1.14079749827686,10,10,"ar1","ar1",0.5,0.8,0.1,NA,1,62.3909304008851,62.6685815549274,0.674418604651163,0.456310679611651,1,62.7512556372671,0.635614128139318
217,0.182795698924731,0.263440860215054,0.365591397849462,0.354838709677419,0.774193548387097,0.537634408602151,0.0507266924046565,0.030762872354456," ","***","***",NA,1.02779548110295,1.2906258433434,3,3,"ar1","ar1",0.8,0.8,0.1,NA,0.897849462365591,76.0496354687839,76.0107205603486,0.488372093023256,0.194174757281553,0.973118279569892,76.2399843828251,0.626599642562557
218,0.526881720430108,0.688172043010753,0.806451612903226,0.860215053763441,0.951612903225806,0.747311827956989,0.0145314448621677,-0.0031730917568233,"***","***","***",NA,1.00872126977056,1.25195730834548,5,3,"ar1","ar1",0.8,0.8,0.1,NA,1,82.6775574416438,82.4104364211151,0.581395348837209,0.184466019417476,1,82.9276356322387,0.792752560273646
219,0.403225806451613,0.634408602150538,0.731182795698925,0.806451612903226,0.817204301075269,0.774193548387097,0.0354040829994573,-0.00571727709240114," ","***","***",NA,1.002814049128,1.2905599375363,10,3,"ar1","ar1",0.8,0.8,0.1,NA,0.801075268817204,68.1899807388939,67.9210460482684,0.534883720930233,0.29126213592233,1,68.150111225692,0.69951096817512
220,0.456989247311828,0.623655913978495,0.854838709677419,0.833333333333333,0.887096774193548,0.720430107526882,0.0610333551374555,0.0499508109453347,"***","***","***",NA,1.00797006561109,1.29056983094133,3,5,"ar1","ar1",0.8,0.8,0.1,NA,1,34.9062924458149,34.8771233162208,0.674418604651163,0.456310679611651,1,35.0170176549344,0.621638690808236
221,0.279569892473118,0.736559139784946,0.494623655913978,0.827956989247312,0.736559139784946,0.795698924731183,-0.0192465278322434,-0.0116796901222743," ","***","***",NA,1.01069472963489,1.29044187747073,5,5,"ar1","ar1",0.8,0.8,0.1,NA,1,47.5739636837049,47.676747895828,0.627906976744186,0.466019417475728,1,47.8527350214516,0.703417317558217
222,0.586021505376344,0.623655913978495,0.795698924731183,0.736559139784946,0.940860215053763,0.78494623655914,0.0350062681381805,0.0318162666935649,"***","***","***",NA,1.03740927244958,1.29056983093151,10,5,"ar1","ar1",0.8,0.8,0.1,NA,1,124.163022599147,124.1011255233,0.697674418604651,0.543689320388349,1,125.005321227142,0.78412092745016
223,0.478494623655914,0.698924731182796,0.811827956989247,0.817204301075269,0.908602150537634,0.844086021505376,0.0466099985097784,0.00128256267707782," ","***","***",NA,1.00008585473325,1.28614605673837,3,10,"ar1","ar1",0.8,0.8,0.1,NA,1,44.1548274946929,44.0526039273698,0.651162790697674,0.543689320388349,1,44.1701464377367,0.591210202483235
224,0.655913978494624,0.494623655913978,0.844086021505376,0.806451612903226,0.935483870967742,0.790322580645161,-0.0415236499207937,-0.0243183198873494," "," "," ",NA,1.00985617776574,1.29057817830293,5,10,"ar1","ar1",0.8,0.8,0.1,NA,1,90.9969499907709,90.9729940731309,0.674418604651163,0.233009708737864,1,91.1411261080631,0.418529792401229
